"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","FUNCTIONAL_CAT","INT_ACC_ITEM","NA_STO","GFS_STO","COICOP_1999","TRADE_FLOW","COMMODITY","SOC_CONCEPTS","SECTOR","ACCOUNTING_ENTRY","INDEX_TYPE","PRICES","STATISTICAL_MEASURES","EXRATE","TRANSFORMATION","UNIT","REPORTING_PERIOD_TYPE","OVERLAP","COUNTRY_UPDATE_DATE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","TZA.PPPGDP.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/24/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","9.107","10.018","10.701","11.387","12.199","13.164","14.315","15.535","16.791","18.112","20.114","21.225","21.836","22.623","23.468","24.815","26.418","27.821","29.177","31.022","33.290","36.081","39.267","42.799","47.391","52.479","56.619","63.075","67.869","71.963","77.469","85.317","91.374","99.231","107.757","115.457","124.558","135.318","146.044","164.885","186.620","204.686","229.473","250.217","270.439","293.631","317.855","344.320","372.682","403.649","436.910"
"IMF.RES:WEO(9.0.0)","TGO.PPPGDP.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/25/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","2.635","2.786","2.848","2.807","3.079","3.295","3.471","3.469","3.954","4.278","4.700","4.830","4.782","4.096","4.766","5.825","5.702","6.021","5.950","6.188","6.267","6.460","6.812","7.413","7.538","7.411","7.842","8.155","8.648","9.176","9.831","10.618","11.498","12.374","13.299","14.157","15.111","15.998","17.071","18.743","20.402","22.859","25.907","28.370","30.616","32.991","35.431","38.007","40.749","43.743","47.014"
"IMF.RES:WEO(9.0.0)","ZMB.PPPGDP.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","8/15/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","6.927","8.085","8.334","8.562","8.718","9.105","9.446","9.825","11.114","11.127","11.477","11.786","12.302","12.584","11.142","11.705","12.661","13.370","13.469","14.294","15.188","16.356","17.358","18.930","20.806","23.011","25.596","28.485","31.291","34.387","38.389","41.361","45.332","48.436","51.594","53.594","56.146","59.154","61.870","62.233","60.176","68.672","77.390","84.561","90.164","97.756","105.854","114.670","122.523","130.700","139.497"
"IMF.RES:WEO(9.0.0)","KIR.PPPGDP.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","8/28/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.055","0.063","0.067","0.062","0.074","0.066","0.066","0.068","0.086","0.083","0.080","0.079","0.100","0.102","0.106","0.111","0.113","0.117","0.123","0.120","0.131","0.130","0.134","0.134","0.137","0.143","0.156","0.165","0.163","0.165","0.169","0.178","0.192","0.211","0.217","0.244","0.263","0.278","0.294","0.309","0.309","0.350","0.392","0.417","0.450","0.479","0.503","0.525","0.545","0.566","0.589"
"IMF.RES:WEO(9.0.0)","TUN.PPPGDP.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/11/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","13.337","15.405","16.279","17.707","19.397","21.145","21.257","23.244","24.080","25.670","28.515","30.699","33.914","35.577","37.655","39.472","42.950","46.191","49.029","52.715","56.227","59.675","61.404","65.561","71.522","76.337","82.817","90.768","96.437","99.985","104.754","104.727","111.175","115.815","121.473","123.787","126.360","131.520","139.320","148.377","142.710","149.106","163.982","170.375","177.464","186.259","193.555","199.958","205.986","212.480","219.416"
"IMF.RES:WEO(9.0.0)","UGA.PPPGDP.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/24/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","4.687","5.328","6.121","6.673","6.706","6.711","6.911","7.365","8.257","9.130","10.088","10.614","11.491","12.550","13.804","15.387","16.702","17.775","19.066","20.874","22.188","24.676","26.828","29.043","31.554","35.801","39.506","43.849","49.354","53.665","58.382","64.162","66.881","70.698","76.062","82.913","83.841","91.142","101.249","111.337","113.754","127.626","145.160","157.915","172.017","187.489","205.344","226.303","245.836","266.036","287.561"
"IMF.RES:WEO(9.0.0)","FJI.PPPGDP.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/22/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","1.883","2.185","2.295","2.284","2.606","2.587","2.813","2.675","2.865","3.391","3.722","3.744","4.063","4.267","4.581","4.799","5.121","5.084","5.208","5.741","5.772","6.014","6.303","6.478","7.012","7.138","7.498","7.632","7.856","7.794","8.125","8.517","8.798","9.371","10.069","10.620","10.983","11.778","12.131","11.874","9.805","9.463","11.934","13.545","14.373","15.192","15.944","16.723","17.536","18.406","19.350"
"IMF.RES:WEO(9.0.0)","SLB.PPPGDP.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/17/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.223","0.240","0.250","0.270","0.280","0.280","0.285","0.317","0.332","0.360","0.382","0.418","0.482","0.513","0.567","0.637","0.659","0.664","0.680","0.687","0.602","0.567","0.559","0.607","0.665","0.724","0.783","0.840","0.906","0.935","1.028","1.125","1.162","1.243","1.280","1.313","1.400","1.469","1.543","1.596","1.563","1.676","1.839","1.957","2.057","2.164","2.265","2.371","2.482","2.601","2.728"
"IMF.RES:WEO(9.0.0)","FSM.PPPGDP.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/15/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","0.215","0.205","0.213","0.219","0.233","0.244","0.248","0.257","0.255","0.270","0.277","0.280","0.278","0.282","0.292","0.309","0.309","0.303","0.300","0.317","0.323","0.336","0.346","0.363","0.361","0.389","0.405","0.422","0.435","0.450","0.465","0.476","0.487","0.499","0.511"
"IMF.RES:WEO(9.0.0)","PNG.PPPGDP.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/22/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","3.179","3.520","3.768","4.051","4.156","4.440","4.786","5.040","5.369","5.500","5.528","6.261","7.290","8.457","9.544","9.409","10.213","9.730","10.300","10.640","10.609","10.835","10.986","12.216","12.617","13.566","14.339","15.879","16.137","17.340","19.329","19.946","21.264","22.453","25.938","27.900","29.712","31.313","31.941","33.923","33.290","34.631","39.211","42.213","44.893","48.164","50.746","53.197","55.753","58.488","61.432"
"IMF.RES:WEO(9.0.0)","VUT.PPPGDP.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","8/19/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.109","0.124","0.134","0.144","0.163","0.170","0.173","0.172","0.175","0.185","0.215","0.229","0.240","0.248","0.276","0.284","0.296","0.316","0.324","0.329","0.357","0.352","0.339","0.361","0.385","0.418","0.468","0.494","0.532","0.551","0.565","0.595","0.612","0.625","0.653","0.685","0.715","0.760","0.800","0.840","0.809","0.832","0.938","0.993","1.027","1.070","1.120","1.169","1.216","1.266","1.320"
